run_id,arm,rep,seq,round,seat,status,total_pool_tonnes,uk_tranche_tonnes,allocation,out_of_quota_rate_pct,duration_years,review_clause,other_terms,message_chars
accommodating__rep2__2026-08-27T21-04-27-460Z,accommodating,2,16,2,eu-geneva,counter,600000,400000,country_specific,50,5,True,"Licence-based administration (agreed architecture) | Joint technical exercise on product-level data to identify specialised low-volume UK lines for carve-out, additional to and not counted against the UK tranche | FTA disapplication question reserved for endgame discussion within the overall package | Further EU volume movement expressly conditioned on UK movement on the out-of-quota rate and binding reciprocal certainty for EU exporters under the UK steel measure at or above current country-specific allocation levels",2753
accommodating__rep2__2026-08-27T21-04-27-460Z,accommodating,2,17,2,uk-geneva,counter,2200000,1700000,country_specific,25,5,True,"Removal of the FTA disapplication provision as it applies to the UK — stated as a package-critical requirement, not a negotiating chip | Product-level trade data tabled; joint technical exercise on carve-outs to begin immediately, with agreed specialised low-volume lines treated as additional access outside the tranche | Review clause to include scope for upward expansion of the tranche on defined triggers | Exploratory (non-binding) discussion invited on treatment of EU exporters under the UK steel measure, contingent on substantial further EU movement on tranche volume | Request for concrete EU proposals on compensation elsewhere in the EU schedule",2753
accommodating__rep2__2026-08-27T21-04-27-460Z,accommodating,2,27,3,eu-geneva,counter,800000,550000,country_specific,50,5,True,"Volume offer conditional on UK moving off 25% toward low 30s on out-of-quota rate AND a concrete binding UK offer of reciprocal certainty for EU exporters under the UK steel measure at or above current country-specific allocation levels; partial UK movement shades the tranche between 500,000t and 550,000t | Review clause design principles confirmed: year-three trigger, scoped to volume and allocation, with explicit provision that review can expand both tranche and pool based on market conditions and trade flows | Indicative compensation basket sketched (industrial goods lines of UK export interest, additional to package); concrete offer held in reserve for Round 4 | FTA disapplication provision: resolution of its application to the UK available in the final round within a complete package delivering a UK tranche at or below 700,000t, out-of-quota rate at or above 30%, and binding reciprocal certainty; form (removal for UK-origin steel to preferential administration) follows the balance | Landing zone on out-of-quota rate of 30-35% indicated, available once UK moves off 25% | Carve-outs for specialised low-volume UK lines to be additional to the tranche, verified against UK data, first agreed lines to be announced in Round 4",3132
accommodating__rep2__2026-08-27T21-04-27-460Z,accommodating,2,28,3,uk-geneva,counter,1900000,1550000,country_specific,25,5,True,"Conditional rate signal: willingness to discuss 30-35% out-of-quota rate as part of final package, expressly tied to (a) substantial further EU tranche movement and (b) a drafting principle recorded this session that the FTA disapplication provision will not apply to UK-origin steel; signal withdrawn if either condition fails | Review clause proposal tabled: reviews at midpoint and end of year three, triggers of EU import volumes from all sources, capacity utilisation and market disruption indicators, with express provision that review may expand the UK tranche and pool and lower the out-of-quota rate | Formal written offer on schedule compensation basket required before the final round | Reciprocal certainty under UK steel measure: shape described (preservation of existing EU country-specific allocations, guaranteed for the duration, modest enhancement possible); no binding offer until EU tranche offer exceeds 1 million tonnes | Provisional agreed carve-out list by next round, with agreed lines sitting outside the tranche as additional access",4467
accommodating__rep2__2026-08-27T21-04-27-460Z,accommodating,2,38,4,eu-geneva,counter,1000000,700000,country_specific,32,5,True,"FTA disapplication provision will not apply to UK-origin steel — drafting principle recorded, conditional on conclusion of the complete package; legal form follows the final balance | Review clause agreed: reviews at midpoint and end of year three; defined triggers (EU import volumes, capacity utilisation, market disruption); review may expand tranche and pool; rate-lowering on review only on defined triggers, subject to Council decision, never automatic, floored at 25%; proposed 20% per-review expansion cap (concedable) | Agreed carve-out list announced and banked: specialised low-volume UK product lines receive access outside the tranche, additional to it | Compensation basket tabled formally in writing: industrial goods lines of demonstrated UK export interest, additional to the package | UK to provide binding written commitments preserving EU country-specific allocations under the UK steel measure for the full duration, with modest enhancement | Movement ladder held in reserve: tranche up to 750,000t against rate of 33%+ and written binding certainty; last-resort 800,000t only against 35% and quantified enhanced certainty — not disclosed | Package is indivisible: nothing agreed until everything agreed",3304
accommodating__rep2__2026-08-27T21-04-27-460Z,accommodating,2,39,4,uk-geneva,counter,1500000,1100000,country_specific,32.5,5,True,"Review clause as agreed: midpoint and end-of-year-three reviews, defined triggers (import volumes, capacity utilisation, market disruption), express power to expand tranche and pool, expansion capped at 25% of tranche per review; downward rate adjustment trigger-based, by Council decision, never automatic, floored at 25% | Banked carve-out list annexed with quantified tonnage schedule, access outside the tranche, lifting guaranteed effective access toward 1.4mt | FTA drafting principle recorded this session and converted to operative text: substantive non-application of the disapplication provision to UK-origin steel, legally identical to removal | Compensation basket as tabled in writing by the EU, additional to all other elements | UK binding written commitment: preservation of EU exporters' existing country-specific allocations under the UK steel measure for the full duration; enhancement up to 10% conditional on package delivering effective access of 1.4mt; no product-scope expansion; condition subsequent voiding on any application of the FTA disapplication to UK-origin steel",3041
control__rep1__2026-08-27T17-41-38-907Z,control,1,5,1,eu-geneva,opening,600000,250000,country_specific,50,6,True,UK tranche administered by import licensing to guarantee the allocation | Open to product-line carve-outs on lines of concentrated UK interest | Open to compensation on other lines in the EU schedule | Willing to discuss interaction with the EU-UK TCA as part of the package,1142
control__rep1__2026-08-27T17-41-38-907Z,control,1,6,1,uk-geneva,counter,2500000,2000000,country_specific,25,4,True,"UK tranche administered by import licensing with guaranteed utilisation | TCA tariff preferences for UK-origin steel preserved; FTA disapplication clause removed from the package | Product-line carve-outs for UK-concentrated lines (plate and wire rod priorities) | Compensation on other EU schedule lines to be quantified for residual gap between tranche and historical trade | Review clause tied to measurable global overcapacity indicators | Anti-circumvention provisions mutually agreed, not unilateral",2020
control__rep1__2026-08-27T17-41-38-907Z,control,1,16,2,eu-geneva,counter,800000,400000,country_specific,50,6,True,"UK tranche administered by import licensing with the UK share protected in full | Narrow product-line carve-outs only where EU downstream dependence on UK supply is documented and agreed with member states | Modest compensation on other EU schedule lines open for discussion | EU prepared to address treatment of UK-origin steel under the TCA in the implementing legislation, informed by a constructive Article XXVIII outcome, while keeping that issue formally separate from this negotiation | EU tranche offer conditional on the UK maintaining EU exporters' existing country-specific quota allocations under the UK steel measure with no deterioration for the duration of the EU regime | Further EU movement only as part of a final package, conditional on UK acceptance of the 50% out-of-quota bound rate and UK disengagement from coordinated dispute action on the FTA element",1682
control__rep1__2026-08-27T17-41-38-907Z,control,1,17,2,uk-geneva,counter,2500000,2000000,country_specific,25,4,True,"Review clause tied to overcapacity and market conditions, with a genuine possibility of early liberalisation, not a bare calendar date | Prioritised carve-out list tabled: hot-rolled coil and plate lines where UK exports are concentrated and EU downstream users are import-dependent | Request that the EU table specific compensation tariff lines for assessment against the remaining volume gap | UK position on disapplication of TCA preferences to be reserved explicitly and in writing if that element persists in any agreed record | Licensing administration to be specified in the legal text with the UK tranche guaranteed in full",3200
control__rep1__2026-08-27T17-41-38-907Z,control,1,27,3,eu-geneva,counter,1000000,600000,country_specific,50,6,True,"UK tranche administered by import licensing and protected in full | Package conditioned on: (a) UK acceptance of 50% as the out-of-quota bound rate; (b) recorded UK statement of parallel intent that EU exporters' existing country-specific quota allocations under the UK steel measure will not deteriorate for the duration of the regime; (c) written confirmation the UK will not join coordinated dispute action on the FTA element | EU prepared to examine applied treatment on prioritised carve-out lines (hot-rolled coil, plate) within the bound ceiling, against documented EU downstream dependence, once the bound rate is accepted | Agreed record to include tightly-drafted UK reservation of rights on the TCA disapplication element, without prejudice to the provision itself; drafting to be exchanged before Round 4 | Specific compensation lines tabled from the member-state-agreed list, presented as the envelope | Review clause design open for negotiation, including conditions it responds to",2471
control__rep1__2026-08-27T17-41-38-907Z,control,1,28,3,uk-geneva,counter,1400000,1200000,country_specific,25,5,True,"Staged UK tranche: initial annual volume rising by defined steps to 1.2 million tonnes over the first three years of the regime, licensed and protected in full throughout | Automatic expansion mechanism: unused tonnage in the residual global pool reverts proportionally to licensed country-specific tranches where the pool is materially underused or UK-origin imports are shown not to be displacing EU production | Review clause tied to overcapacity indicators with a genuine early-liberalisation pathway, not a calendar date | Priority carve-outs for hot-rolled coil and plate, with the EU to table concrete applied rates below the bound ceiling on those lines | TCA reservation language to be exchanged this week recording that the UK does not endorse disapplication of TCA preferences and reserves its rights | Compensation on other EU schedule lines to be assessed as additional to adequate steel access, not a substitute | Recorded statement of intent on UK safeguard allocations remains available but only as part of a final package at an adequate UK tranche level | No written confirmation on abstaining from coordinated dispute action; UK preference for bilateral conclusion stated on the record",4021
control__rep1__2026-08-27T17-41-38-907Z,control,1,38,4,eu-geneva,counter,1100000,750000,country_specific,50,5,True,"UK tranche staged: 650,000 tonnes year one, rising by defined annual steps fixed in the text to 750,000 tonnes by year three; licensed and protected in full | Reversion mechanism: where residual pool utilisation falls below an agreed threshold at a defined mid-year checkpoint, demonstrably unused tonnage reverts proportionally to licensed country-specific tranches; total UK access in any year capped within the 1,100,000-tonne pool; reversion never exceeds demonstrated unused tonnage | Applied out-of-quota rate of 25% on hot-rolled coil and plate for in-tranche UK volumes only, against documented EU downstream dependence, with snapback review for diversion — conditional on UK written acceptance of 50% as the bound rate | Conditions-based review clause tied to overcapacity indicators with early-liberalisation pathway; all volume ceilings fixed in the text; review cannot raise volumes | TCA reservation language recording that the UK does not endorse disapplication of TCA preferences and reserves its rights, without prejudice to the provision itself — final wording to be agreed in the room within the cleared frame | Compensation on other EU schedule lines as per the specific list tabled in Round 3 — fixed envelope, no expansion | Package conditions: (a) UK written acceptance of 50% bound out-of-quota rate; (b) recorded UK statement of parallel intent that EU exporters' existing country-specific quota allocations under the UK steel measure will not deteriorate for the duration of the regime; (c) UK on-record statement that it has not joined and prefers not to join coordinated dispute action on the FTA element, recorded in the agreed minutes | Package tabled as a single indivisible whole for joint referral to both capitals",3180
control__rep1__2026-08-27T17-41-38-907Z,control,1,39,4,uk-geneva,counter,1100000,800000,country_specific,50,5,True,"UK tranche staged with binding steps fixed in the text: 650,000t year one, 725,000t year two, 800,000t year three, licensed and protected in full | Reversion mechanism in binding form: automatic operation once the agreed underuse threshold is met at the mid-year checkpoint, UK proportional share of licensed tranches fixed in the text, no discretionary elements | 50% bound out-of-quota rate acceptable only against applied rate of 25% on UK out-of-quota volumes of hot-rolled coil and plate, committed for the full duration of the regime; snapback triggered solely by objectively demonstrated diversion established through a defined consultation procedure | Review clause tied to overcapacity indicators with a genuine early-liberalisation pathway capable of real consequences: upward volume adjustment by joint decision or early termination of the measure | TCA reservation per the UK draft text: UK non-endorsement of disapplication, reservation of rights, nothing pre-judging UK rights under the TCA | Recorded in the agreed minutes: 'the UK is not a party to any coordinated initiative and intends to pursue its interests through this bilateral process' | Recorded statement of parallel intent on EU exporters' existing allocations under the UK safeguard available as the final piece of a completed package — framed as reciprocal good faith, same duration, never as payment | Compensation envelope under line-by-line assessment in London; UK position reserved; compensation is additional to adequate steel access, not a substitute",4706
control__rep2__2026-08-27T22-01-39-785Z,control,2,5,1,eu-geneva,opening,1800000,1000000,country_specific,50,5,True,"Licence-based administration using representative historical trade, with quarterly release windows and a 10% newcomer reserve | UK tranche inside the total pool, not additional to it; utilization and reallocation rules to be agreed | Possible carve-outs for narrow high-value or low-volume product lines after exchange of HS8 data | Melt-and-pour certification, anti-circumvention cooperation and no transhipment through third countries to access the UK tranche | Compensation on other EU schedule lines to be scoped after the steel TRQ architecture is fixed | FTA/TCA interaction language to be discussed separately with a view to avoiding cross-retaliation or a joint FTA dispute | Sequencing: data and methodology first, quota/administration second, compensation and legal drafting third",857
control__rep2__2026-08-27T22-01-39-785Z,control,2,6,1,uk-geneva,counter,4500000,2400000,country_specific,10,3,True,Withdrawal of the FTA-disapplication provision for UK-originating steel; TCA preferences to apply within and alongside the quota | Quarterly licence windows with rollover of unused allocations between quarters | Product carve-outs for hot-rolled coil and other inputs to UK-EU downstream processing supply chains | Melt-and-pour enforcement provisions | Review at 18 months with adjustment to tranche sizes based on actual trade flows | Compensation on other EU schedule lines to be scoped once steel architecture agreed | Parallel discussion of EU exporter treatment under the UK steel measure,2174
control__rep2__2026-08-27T22-01-39-785Z,control,2,16,2,eu-geneva,counter,1800000,1000000,country_specific,50,5,True,"Quarterly licensing windows accepted in principle | Rollover of unused quarterly allocations accepted in principle | Newcomer reserve accepted in principle | Melt-and-pour enforcement accepted in principle | Carve-out for hot-rolled coil feeding downstream processing accepted in principle | Review clause to operate on defined criteria (import penetration, capacity utilisation, global overcapacity indicators) — no automatic adjustment presumption | FTA-disapplication drafting to be addressed as part of a complete final package, not withdrawn unilaterally | Link to UK steel measure: preservation of existing EU country-specific quota allocations plus consultation commitment before any tightening, as part of overall balance | Conditional scope to revisit pool and tranche volumes if UK moves off 2.4Mt and 10% out-of-quota",2550
control__rep2__2026-08-27T22-01-39-785Z,control,2,17,2,uk-geneva,counter,4500000,2400000,country_specific,10,5,True,"Quarterly licensing windows, rollover of unused quarterly allocations, newcomer reserve, melt-and-pour enforcement, and HRC downstream-processing carve-outs agreed in principle as the technical chassis | Review clause to include binding adjustment mechanism with defined triggers tied to quota utilisation and trade flows, alongside EU criteria (import penetration, capacity utilisation, overcapacity indicators) | FTA disapplication text must be withdrawn as a condition of conclusion; UK invites EU to state what it would need in return | Compensation on other EU schedule lines to be scoped in parallel from this round, with indicative lists exchanged before round 3 | In-principle availability of preserved EU country-specific allocations and pre-tightening consultation under the UK steel measure, conditional on conclusion of the full package and not bankable separately",2599
control__rep2__2026-08-27T22-01-39-785Z,control,2,27,3,eu-geneva,counter,2200000,1300000,country_specific,35,5,True,"Binding review with obligation to adjust when objective, quantified, symmetric triggers are met, within pre-agreed bands, combined with import-penetration, capacity-utilisation and overcapacity criteria | Conditional offer: withdrawal of FTA-disapplication provision for UK-originating steel, contingent on out-of-quota rate >=20%, UK tranche within tabled range, and written UK commitments on preservation of EU country-specific quota allocations under the UK measure plus consultation before tightening | Technical chassis agreed in principle: quarterly licensing windows, rollover of unused quarterly allocations, newcomer reserve, melt-and-pour enforcement, HRC carve-outs for downstream processing | Indicative compensation lists exchanged in parallel; nothing banked until steel architecture agreed | UK asked to put shape of commitments on its own steel measure on paper this round | Nothing agreed until everything agreed",2443
control__rep2__2026-08-27T22-01-39-785Z,control,2,28,3,uk-geneva,counter,4000000,2200000,country_specific,14,5,True,"Duration and review closed: five years, binding symmetric adjustment mechanism with quantified triggers (utilisation, trade flows) alongside EU criteria (import penetration, capacity utilisation, overcapacity indicators), within pre-agreed bands | Technical chassis agreed in principle: quarterly licensing windows, rollover of unused quarterly allocations, newcomer reserve, melt-and-pour enforcement, HRC carve-outs for downstream processing | Package strictly contingent on withdrawal of FTA-disapplication provision as it applies to UK-originating steel in the concluded text | UK written commitments available within concluded package: preservation of existing EU country-specific quota allocations under UK steel measure, plus consultation before any tightening (shape, not tonnage; not bankable separately) | Compensation scoping on other EU schedule lines proceeding in parallel; nothing banked until steel architecture agreed | Entire offer contingent and withdrawable: nothing is agreed until everything is agreed",2774
control__rep2__2026-08-27T22-01-39-785Z,control,2,38,4,eu-geneva,counter,2800000,1600000,country_specific,25,5,True,"FTA-disapplication provision withdrawn for UK-originating steel in the concluded text, contingent on conclusion of the package as a whole | UK written commitments: minimum preservation period for existing EU country-specific quota allocations under the UK steel measure, plus a defined consultation procedure with timelines before any tightening | Compensation envelope: tariff reductions on selected industrial lines of low defensive exposure, confirmed this session, nothing banked until signature | Binding review: obligation to adjust volumes when objective, quantified, symmetric triggers are met, within pre-agreed bands, alongside import-penetration, capacity-utilisation and overcapacity criteria | Technical chassis as agreed: quarterly licensing windows, rollover of unused allocations, newcomer reserve, melt-and-pour enforcement, HRC carve-outs for downstream processing | Nothing is agreed until everything is agreed",3349
control__rep2__2026-08-27T22-01-39-785Z,control,2,39,4,uk-geneva,counter,3500000,2000000,country_specific,20,5,True,"Complete withdrawal of the FTA-disapplication provision as it applies to UK-originating steel in the concluded text — as confirmed by the EU this round | Country-specific allocation by licence: quarterly windows, rollover of unused quarterly allocations, newcomer reserve, melt-and-pour enforcement — agreed in principle and banked | Product carve-outs for hot-rolled coil feeding downstream processing — banked | Five-year duration with hybrid binding review: objective, quantified, symmetric triggers within pre-agreed bands, obligation to adjust volumes when triggers are met, import penetration and capacity utilisation indicators alongside utilisation and trade-flow triggers — closed subject to drafting | Written UK commitments: preservation of existing EU country-specific quota allocations under the UK steel measure, with a minimum preservation period and a defined consultation procedure with timelines before any tightening — contingent on conclusion, coordinated with the UK's own Article XXVIII process | Compensation envelope on EU industrial tariff lines to be named line-by-line in this session and retained in the concluded package as part of Article XXVIII equivalence | Package tabled as non-extendable and available only for immediate conclusion this session",2464
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,5,1,eu-geneva,opening,400000,,global,50,,False,"41 tariff lines: hot-rolled coil, plate, rebar and wire rod as notified | zero-duty access only within the global TRQ; above-quota imports dutiable at the modified bound rate | FTA tariff reductions disapplied for non-EEA partners, including UK-originating steel, consistent with the notified legal text | EEA treatment remains outside this proposal | compensation to be discussed on other EU schedule lines on the basis of substantially equivalent value and verified trade data | administration, licensing, enforcement and anti-circumvention provisions may be discussed without prejudice to the notified architecture | EU seeks conclusion in time for the June Council timetable",981
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,6,1,uk-geneva,opening,5000000,2400000,country_specific,10,5,True,"In-quota duty remains zero and quotas are administered by licensing with quarterly sub-periods, carryover of unused quarterly volume, and no first-come first-served erosion. | UK tranche based on average 2023-2025 exports by tariff line, with line-level carve-outs where EU evidence does not show UK contribution to injurious overcapacity. | No legal text disapplying EU-UK TCA or other FTA tariff reductions for UK-originating steel; Article XXVIII compensation is additional to, not subtracted from, FTA treatment. | Anti-circumvention and enforcement based on objective melt-and-pour/origin evidence, consultation before measures, and no UK-specific presumptions. | If final UK zero-duty access falls below the representative-period level, automatic compensation through tariff reductions on other EU schedule lines of substantially equivalent value. | Parallel understanding on stable, country-specific treatment of EU exporters under the UK steel measure, without prejudice to the UK's separate Article XXVIII process.",1450
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,17,2,eu-geneva,counter,400000,,global,50,,False,"No EU movement on total volume, UK-specific tranche, out-of-quota rate, duration, review clause, carve-outs or FTA/TCA treatment this round. | Prepared to discuss licensing-based administration within a global pool as an alternative to first-come first-served, using objective criteria and a representative reference period; no commitment. | Prepared to negotiate robust melt-and-pour enforcement and anti-circumvention provisions applied even-handedly. | UK to provide line-by-line trade data, justification for any product carve-outs, and specific compensation requests on other EU lines before further EU movement. | Probe, without commitment, what the UK would trade for any change in FTA/TCA treatment and what it means by predictable treatment of EU exporters under the UK steel measure, including continuation of EU country-specific quota allocations at current volumes and duration.",1733
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,18,2,uk-geneva,counter,5000000,2400000,country_specific,10,5,True,"UK tranche administered by import licensing against a representative recent reference period, not first-come first-served | Product-line carve-outs where overcapacity evidence does not justify inclusion, beginning with plate | Full withdrawal of the proposed disapplication of EU-UK TCA and other FTA tariff reductions | Melt-and-pour enforcement and anti-circumvention provisions applied even-handedly to all origins | Compensation on other lines in the EU schedule for any residual gap against the substantially-equivalent test | Parallel, conditional discussion of continued country-specific allocations for EU exporters under the UK steel measure - no figures tabled",2417
