run_id,arm,rep,seq,round,seat,status,total_pool_tonnes,uk_tranche_tonnes,allocation,out_of_quota_rate_pct,duration_years,review_clause,other_terms,message_chars
accommodating__rep1__2026-08-26T19-39-00-132Z,accommodating,1,18,2,uk-geneva,counter,1100000,650000,country_specific,25,3,True,"Review clause must be mandatory, data-triggered on import volume and price thresholds, with an interim adjustment mechanism (not limited to end-of-term review) | TCA-specific treatment of UK-origin steel to be confirmed in draft legal text, not merely a verbal commitment | UK prepared in principle to offer commensurate improvements to EU exporters under UK safeguard's country-specific allocations, scaled to EU movement on tranche/rate; no figure offered at this stage",1811
accommodating__rep1__2026-08-26T19-39-00-132Z,accommodating,1,29,3,eu-geneva,counter,700000,300000,country_specific,30,3,True,"Review clause is mandatory and data-triggered, based on volume/price thresholds | Interim adjustment mechanism accepted only in narrow form: same data triggers as main review, capped at one interim check per term, no discretionary reopening | TCA-specific treatment of UK-origin steel (rather than blanket FTA disapplication) reaffirmed as banked, settled element of the package | Further EU movement on volume or rate is conditional on the UK tabling concrete figures (volume shares, administration method) on EU exporter treatment under the UK's own safeguard measure",2012
accommodating__rep1__2026-08-26T19-39-00-132Z,accommodating,1,30,3,uk-geneva,counter,800000,400000,country_specific,26,3,True,"Mandatory, data-triggered review linked to volume and price thresholds, as EU proposed | Narrow interim check within the term, capped at one occurrence, tied to the same objective triggers as the main review — accepted as tabled by EU | TCA-specific treatment of UK-origin steel banked as a settled element, subject to legal text | UK offers up to 20% increase in EU country-specific allocation under UK safeguard measure, plus move toward licensing-based administration, contingent on EU tranche/rate landing at or near this table's figures",1567
accommodating__rep1__2026-08-26T19-39-00-132Z,accommodating,1,41,4,eu-geneva,counter,750000,350000,country_specific,28,3,True,"Mandatory data-triggered review linked to volume/price thresholds, as agreed in Round 3 | Narrow interim adjustment mechanism: same objective volume/price triggers as main review, capped at one interim check within the term, no discretionary reopening | TCA-specific treatment of UK-origin steel banked as a settled, final element (not conditional) | This package (750k/350k/28%) is conditional on the UK converting its safeguard reciprocity offer into firm, specific, binding terms within the same settlement text: a fixed percentage increase (not 'up to') in the EU's country-specific allocation under the UK safeguard, and a defined licensing administration commitment with an implementation date | Standard origin-verification and anti-circumvention provisions covering transshipment and minimal-processing evasion, to be included in the settlement text | If the UK does not firm up reciprocity terms, the EU's position reverts to 700,000t pool / 300,000t UK tranche / 30% out-of-quota rate as the actual final offer",1951
accommodating__rep1__2026-08-26T19-39-00-132Z,accommodating,1,42,4,uk-geneva,accept,750000,350000,country_specific,28,3,True,"Mandatory data-triggered review linked to volume and price thresholds | Single narrow interim adjustment mechanism tied to same objective triggers, capped at one occurrence within the term, no open-ended discretionary reopening | TCA-specific treatment of UK-origin steel banked as settled and unconditional, full drafting to be shared before final sign-off | UK safeguard reciprocity: fixed 25% increase in EU's country-specific allocation under UK safeguard measure above current level, binding in settlement text | Move to licensing-based administration for EU allocation under UK safeguard, with implementation within six months of entry into force | Standard origin-verification and anti-circumvention provisions covering transshipment and minimal-processing evasion, consistent with normal TRQ administration practice, drafting to follow bilaterally",1325
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,5,1,eu-geneva,opening,550000,200000,country_specific,35,3,True,UK-origin steel exempted from FTA-disapplication provision (TCA preserved) | Willingness to discuss carve-outs for narrow product lines with concentrated UK production | Parallel discussion on anti-circumvention/rules of origin text | Request reciprocal early signal on treatment of EU exporters under UK safeguard quotas,1234
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,6,1,uk-geneva,,,,,,,,,1538
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,17,2,eu-geneva,counter,650000,350000,country_specific,25,4,True,"TCA/FTA-disapplication carve-out for UK-origin steel is fixed and non-negotiable going forward | De-linkage from UK's own safeguard treatment of EU exporters accepted; to be handled in its own separate process | Review at year 3 is a discretionary review of terms, not an automatic rate or volume reduction | Propose immediate working-level track on product-line carve-outs and anti-circumvention/rules-of-origin text, in parallel to headline volume/rate negotiation",1918
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,18,2,uk-geneva,counter,1800000,1500000,country_specific,15,5,True,"Review at year 3 is discretionary and two-way, not an automatic reduction or tightening mechanism | TCA/FTA-disapplication carve-out for UK-origin steel treated as settled and not reopened | No linkage between this process and treatment of EU exporters under the UK's own safeguard measure | Open working-level track now on product-line carve-outs and anti-circumvention/rules-of-origin text, in parallel to headline volume/rate talks",1974
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,29,3,eu-geneva,counter,900000,500000,country_specific,20,5,True,Review at year 3 is genuinely two-way: can adjust either rate or volume upward or downward depending on market conditions and resolution of Turkey/Korea/India/Japan claims | TCA/FTA-disapplication carve-out for UK-origin steel remains fixed and settled | De-linkage from UK's own safeguard treatment of EU exporters remains in effect | Working-level technical track on product-line carve-outs and anti-circumvention/rules-of-origin text to begin immediately with named leads and a first meeting this week,1844
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,30,3,uk-geneva,counter,1150000,850000,country_specific,20,5,True,"Allocation structured via product-line segmentation reflecting UK's actual historic share on the 41 affected lines, not a flat aggregate national percentage | Review at year three is discretionary and two-way, capable of adjusting rate or volume in either direction | TCA/FTA-disapplication carve-out for UK-origin steel remains settled and closed | This process remains formally decoupled from treatment of EU exporters under the UK's own safeguard measure | UK willing to explore an unquantified, non-linked goodwill improvement to EU allocations under UK safeguard as part of an overall package, contingent on EU reciprocal movement this round | Working-level tracks on product-line carve-outs and anti-circumvention/rules-of-origin text to proceed immediately in parallel",2233
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,42,4,eu-geneva,counter,1000000,700000,country_specific,20,5,True,"UK allocation structured via product-line segmentation (not flat national percentage), consistent with UK's round 3 proposal | Exact line-by-line split finalised in working-level technical track against verified customs data, capped at 700,000t aggregate | Out-of-quota rate (20%) and duration (5 years) treated as settled, not to be reopened | Year-3 review is two-way and discretionary, with a floor/ceiling: volume cannot be reduced and rate cannot be raised without mutual agreement | TCA/FTA-disapplication carve-out for UK-origin steel remains fixed and banked from round 1 | De-linkage of this process from EU exporters' treatment under UK's own safeguard measure remains in force | Working-level track on product-line carve-outs and anti-circumvention/rules-of-origin text formally stood up with named leads this week",2053
accommodating__rep2__2026-08-26T21-32-28-432Z,accommodating,2,43,4,uk-geneva,accept,1000000,700000,country_specific,20,5,True,"Allocation structured via product-line segmentation reflecting UK principal supplying interest on the 41 affected lines, finalised against verified customs data in a technical track | TCA/FTA-disapplication provision does not apply to UK-origin steel — carve-out settled and closed | No linkage between this process and treatment of EU exporters under the UK's own steel safeguard measure | Year-three review is two-way and discretionary with an explicit floor/ceiling: volume cannot be reduced and out-of-quota rate cannot be raised without mutual agreement | Working-level tracks on product-line carve-outs and anti-circumvention/rules-of-origin text to begin immediately, with leads named this week",1100
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,5,1,eu-geneva,opening,450000,180000,country_specific,50,3,True,"FTA/TCA disapplication provision open for further discussion, potentially with UK-specific treatment | UK invited to table proposals on treatment of EU exporters under its own safeguard measure as part of overall package",1042
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,6,1,uk-geneva,counter,1600000,800000,country_specific,15,2,True,"UK-origin steel exempted from the FTA/TCA disapplication provision, or TCA preferential treatment preserved outside the TRQ mechanism | EU exporters' existing country-specific allocations under the UK's own steel safeguard to be discussed in parallel, not as a unilateral concession | Review clause at 12 months tied to actual trade flow data | Technical annex to consider carve-outs for tariff lines where UK is the dominant non-EU supplier",1431
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,18,2,eu-geneva,counter,550000,280000,country_specific,50,2,True,"Review clause at 12 months, matching UK's ask | FTA/TCA disapplication for UK-origin steel: exploring conditional phased/delayed application or preferential tranche treatment, not full exemption | TCA/disapplication flexibility explicitly linked to reciprocal, concrete movement on EU exporters' treatment under UK's own safeguard measure | Out-of-quota rate held at 50% pending further movement elsewhere",1660
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,19,2,uk-geneva,counter,900000,450000,country_specific,25,2,True,"12-month mandatory review, accepted | UK-origin steel must be no worse off under the TRQ/FTA-disapplication mechanism than under existing TCA tariff treatment; phased disapplication alone does not satisfy this | FTA/TCA treatment and UK safeguard treatment of EU exporters are treated as separate instruments, not a single linked package | Conditional signal: UK open to discussing improved EU exporter treatment under UK safeguard measure if EU moves further on out-of-quota rate",1960
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,31,3,eu-geneva,counter,650000,320000,country_specific,35,2,True,"12-month mandatory review clause | TCA/FTA disapplication: bespoke UK preferential tranche within the TRQ calibrated to approximate existing TCA-equivalent outcomes based on documented historical trade patterns; not a legal 'no worse off' guarantee clause and not an automatically adjusting mechanism | EU notes an expectation, not a precondition, that the UK will bring concrete movement on EU exporter treatment under the UK's own safeguard measure to the next round",1695
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,32,3,uk-geneva,counter,800000,420000,country_specific,30,2,True,"TCA treatment via bespoke UK preferential tranche, calibrated to documented UK trade pattern, with mandatory recalibration against updated trade data at the 12-month review point | UK prepared to bring forward adjusted country-specific allocation levels for EU exporters under UK safeguard, scaled to EU movement on rate/tranche | No formal linkage between TCA treatment and UK safeguard treatment as separate legal instruments",1717
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,44,4,eu-geneva,counter,780000,400000,country_specific,30,2,True,"UK preferential tranche calibrated to approximate existing TCA-equivalent outcomes based on documented UK-EU steel trade patterns | Calibration recalibrated at the existing 12-month review point using updated trade data; explicitly not an automatic adjustment formula and not a 'no worse off' legal guarantee clause | UK to provide a defined, time-bound process for delivering adjusted country-specific allocations for EU exporters under its own safeguard measure, recorded as part of the understanding underpinning this settlement though not formally bundled | This is the EU's final offer on volume and rate for this negotiation",1917
accommodating__rep3__2026-08-27T09-09-28-102Z,accommodating,3,45,4,uk-geneva,accept,780000,400000,country_specific,30,2,True,"12-month mandatory review | TCA calibration: bespoke UK preferential tranche recalibrated against updated UK-origin trade data at the 12-month review, not an automatic adjustment formula and not a legal 'no worse off' guarantee clause | UK commits to a formal review of EU exporters' country-specific allocations under the UK safeguard measure, to conclude within three months of signature and produce defined revised allocation levels for the remaining duration of the arrangement | Framing of the TCA calibration mechanism to be handled by both sides so as not to create a template read-across for Turkey, Korea, Japan or India's parallel claims",997
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,5,1,eu-geneva,opening,500000,300000,country_specific,35,3,True,"UK tranche administered by licence tied to historical trade share, reviewed at year 3 | EU open to exploring UK exemption or preferential treatment under the FTA-disapplication clause in light of the TCA relationship | Circumvention/anti-transshipment provisions to be agreed for the UK tranche | EU seeks parallel discussion on treatment of EU-origin exporters under UK's own steel safeguard quotas",883
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,6,1,uk-geneva,counter,3200000,2200000,country_specific,15,3,True,"UK-origin steel exempted from FTA-disapplication provision; TCA preferential treatment preserved | Mutual circumvention/origin-verification provisions on transshipment | Reciprocal discussion on EU treatment under UK safeguard, including maintaining EU country-specific quota shares, contingent on EU movement on tranche/rate | No product-line carve-outs sought at this stage, but rebar and wire rod flagged as lines of concentrated UK exposure for future discussion if tranche talks stall",1554
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,17,2,eu-geneva,counter,1200000,900000,country_specific,35,3,True,"18-month mandatory review clause within the 3-year term | Bespoke TCA-consistent treatment for the UK tranche under discussion, conditional on reciprocity | Reciprocal maintenance/improvement of EU country-specific allocations under the UK's own steel safeguard | Robust origin/circumvention verification text applying to both the EU TRQ and the UK safeguard",1219
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,18,2,uk-geneva,counter,2500000,1800000,country_specific,20,3,True,"18-month review clause explicitly framed as two-way, not a mechanism for automatic downward-only adjustment | UK-origin steel fully exempted from the FTA-disapplication clause on TCA grounds, not merely subject to bespoke review | UK willing to agree circumvention/origin-verification text covering both regimes now, unconditionally | UK willing in principle to maintain/improve EU country-specific allocations under UK safeguard, contingent on final package closing together",1540
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,30,3,eu-geneva,counter,1800000,1300000,country_specific,25,3,True,"Review at 18 months is explicitly two-way: volumes and/or rate may be adjusted in either direction based on trade flow data, not a one-way ratchet down | UK circumvention/origin-verification commitment accepted and locked in as closed, independent of the rest of the package | TCA treatment: no named/outright exemption for UK-origin steel from the FTA-disapplication clause; instead, UK country-specific tranche volumes receive de facto zero-duty treatment functionally equivalent to continued TCA preference, with the disapplication clause formally preserved and applying only to UK-origin volumes beyond the tranche, at the out-of-quota rate | Further tonnage movement in round 4 conditional on UK formalising (not merely 'in principle') reciprocity on EU country-specific allocations under the UK's own steel safeguard, including written indication of the shape of any improvement | Further tonnage movement in round 4 also conditional on UK accepting the TCA structural workaround rather than continuing to press for a named exemption",1778
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,31,3,uk-geneva,counter,2200000,1600000,country_specific,20,3,True,"Review clause must be genuinely two-way: adjustable upward or downward on both tranche size and rate based on actual trade flow data, not a one-way ratchet | Functional TCA-equivalent treatment for UK-origin steel within the tranche must be reflected in binding legal text with durability guarantees against future erosion via administrative practice or unilateral Commission action | UK confirms it will maintain EU country-specific allocations under the UK's own steel safeguard at current levels as part of a package closing together | Circumvention and origin-verification text as already agreed in round 2, covering both regimes",1691
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,41,4,eu-geneva,counter,2000000,1500000,country_specific,22,3,True,"Circumvention and origin-verification text locked as agreed and closed | Binding legal drafting in the domestic implementing act guaranteeing durability of the tranche mechanism's de facto zero-duty treatment against future unilateral administrative or trade-defence erosion | TCA/FTA disapplication clause formally preserved but functionally displaced for UK-origin steel within the tranche; disapplication and out-of-quota rate apply only to volumes beyond the tranche | 18-month review is explicitly two-way, able to adjust volumes or rate in either direction based on trade flow data | UK confirmed maintenance of EU country-specific allocations under its own safeguard at current levels accepted as satisfying reciprocity condition",1575
accommodating__rep4__2026-08-27T10-45-29-136Z,accommodating,4,42,4,uk-geneva,accept,2000000,1500000,country_specific,22,3,True,"Functional-equivalence architecture accepted in lieu of named TCA exemption: UK-origin steel within the tranche receives de facto zero-duty treatment; disapplication clause formally preserved but bites only beyond the tranche at the out-of-quota rate. | Binding legal text written directly into the EU's TRQ implementing act, not side-letter or administrative guidance. | No unilateral amendment or narrowing of the tranche mechanism without prior consultation with the UK. | 18-month review is two-way, covers both tranche size and out-of-quota rate based on actual trade flow data, and explicitly extends to the architecture/label itself, allowing a named exemption to be revisited if precedent concerns with Turkey/Korea/Japan claims have been resolved. | UK confirms maintenance of EU country-specific allocations under UK safeguard at current levels, plus a 5-10% uplift as closing sweetener. | Circumvention and origin-verification provisions as already agreed in Round 3, unchanged.",1615
control__rep1__2026-08-24T19-41-35-713Z,control,1,5,1,eu-geneva,opening,,,global,50,,False,"FTA tariff preferences disapplied for all non-EEA FTA partners, including UK, as notified",1145
control__rep1__2026-08-24T19-41-35-713Z,control,1,6,1,uk-geneva,,,,,,,,,1773
control__rep1__2026-08-24T19-41-35-713Z,control,1,17,2,eu-geneva,counter,,,country_specific,50,3,True,"Hybrid TRQ structure: UK-specific tranche sized off a representative recent-period average, plus residual global pool for other suppliers | Total TRQ envelope may be enlarged above 400,000 tonnes; exact figure to be negotiated once reference period and UK ask are clarified | Exploring a TCA-referenced mechanism tied to the UK tranche as a partial answer to FTA disapplication concerns, short of formal exemption | Non-steel schedule compensation not yet opened; TRQ architecture (volume/allocation/duration/review) offered as primary compensation route in the first instance",2071
control__rep1__2026-08-24T19-41-35-713Z,control,1,18,2,uk-geneva,counter,,,country_specific,,3,True,"UK-specific tranche sized off a representative recent three-year average of UK exports to the EU (~2.4mt), with 2,000,000t floated as opening working figure | Out-of-quota rate remains open and linked to final volume outcome, not conceded at 50% | Review clause to be triggered by objective criteria: actual trade flow data and evidence on underlying non-market-economy overcapacity conditions | EU to provide detail on proposed 'bespoke mechanism' referencing the TCA tied to the UK tranche before UK responds substantively on FTA disapplication carve-out | UK does not confirm or deny coordination with other reserved-rights members; treats its own Article XXVIII process as autonomous | Schedule-elsewhere compensation remains reserved pending assessment of whether TRQ package alone reaches substantial equivalence",2334
control__rep1__2026-08-24T19-41-35-713Z,control,1,30,3,eu-geneva,counter,,,country_specific,50,3,True,"UK-specific tranche of 500,000 tonnes within the 650,000 tonne total envelope; residual pool retained for other principal suppliers | Reference period for UK tranche to be normalised (e.g. trimmed-year or adjusted average) rather than raw three-year average, reflecting the EU's move away from a pre-safeguard baseline | EU signals in-principle willingness to explore a modest reduction in the out-of-quota rate as part of an overall package, contingent on substantial UK movement on volume; no specific rate offered, subject to capital confirmation | Review clause to be triggered by objective criteria (trade flow thresholds and overcapacity evidence), draft criteria to be discussed next round | TCA concern to be addressed functionally through the sized, bilaterally-negotiated UK tranche itself rather than a formal FTA disapplication exemption; illustrative description to be tabled next round | No commitment yet on non-steel schedule compensation; TRQ architecture remains the primary vehicle under discussion",2475
control__rep1__2026-08-24T19-41-35-713Z,control,1,31,3,uk-geneva,counter,,,country_specific,25,3,True,"UK-specific tranche sized off actual recent trade (three-year average), not a trimmed/adjusted baseline, subject to discussion of precise reference period mechanics | Tiered rate structure: reduced intermediate rate (20-25%) for UK-origin volumes above the country tranche but before full out-of-quota exposure, in place of an immediate cliff to the headline rate | Intermediate rate tier to also serve as the practical mechanism addressing the TCA relationship, rather than tranche size alone | Review clause to include an objective utilisation-based automatic uplift trigger (e.g. 90%+ utilisation in a given year), not purely discretionary review | Three-year duration acceptable as a working basis, contingent on the above",2723
control__rep1__2026-08-24T19-41-35-713Z,control,1,42,4,eu-geneva,counter,,,country_specific,50,3,True,"UK-specific tranche of 600,000 tonnes within the 850,000 tonne total envelope; residual pool preserved for other suppliers | Tiered intermediate out-of-quota rate of 30% applicable to UK-origin volumes above the UK tranche (50% headline rate retained for residual global pool) | Automatic review consideration triggered where UK tranche utilisation exceeds 90% in a given year, in addition to scheduled three-year review | Review criteria to be objective: trade flow thresholds and overcapacity evidence | TCA treatment addressed via combination of UK-specific tranche and tiered above-tranche rate, not a formal FTA disapplication exemption; illustrative text to follow | Reference-period methodology: three-year average adjusted for documented NME overcapacity growth on the affected tariff lines, analytical basis to be shared",1959
control__rep1__2026-08-24T19-41-35-713Z,control,1,43,4,uk-geneva,counter,,,country_specific,20,3,True,"UK-specific tranche calculated on an unadjusted two-year average of UK exports to the EU, in exchange for the EU dropping the 'overcapacity growth-rate adjustment' discount to the reference period | Intermediate rate of 20% applies to UK-origin volumes above the country-specific tranche; full 50% rate applies only to the residual global pool beyond that | Automatic review consideration triggered where tranche utilisation exceeds 90% in a given year, in addition to a scheduled three-year review, assessed against objective trade-flow and overcapacity criteria | EU to table illustrative text next round showing how the tiered rate mechanism functions as the primary reflection of the bilateral TCA relationship | UK reserves the right to return to compensation on other schedule lines if the TRQ/rate/review package does not close the gap to substantial equivalence",2348
